Type	Rank	Freq	Range	NormFreq	NormRange
líquido a	14340	6	5	6.436	0.025
líquido el	14340	6	6	6.436	0.030
líquidos y	14340	6	3	6.436	0.015
m diseminación	14340	6	3	6.436	0.015
malignas cáncer	14340	6	3	6.436	0.015
maligno causa	14340	6	3	6.436	0.015
maligno puntos	14340	6	3	6.436	0.015
malignos cáncer	14340	6	4	6.436	0.020
malignos tienen	14340	6	6	6.436	0.030
mama al	14340	6	2	6.436	0.010
mama algunos	14340	6	4	6.436	0.020
mama cada	14340	6	6	6.436	0.030
mama de	14340	6	5	6.436	0.025
mama her	14340	6	3	6.436	0.015
mama incluyen	14340	6	3	6.436	0.015
mama realizado	14340	6	6	6.436	0.030
mamografía o	14340	6	3	6.436	0.015
mamografía radiografía	14340	6	6	6.436	0.030
mamografía se	14340	6	3	6.436	0.015
manchas planas	14340	6	6	6.436	0.030
mandíbula el	14340	6	2	6.436	0.010
mandíbula o	14340	6	4	6.436	0.020
manera segura	14340	6	6	6.436	0.030
mango largo	14340	6	6	6.436	0.030
manos o	14340	6	4	6.436	0.020
mantenimiento siempre	14340	6	1	6.436	0.005
mantiene la	14340	6	6	6.436	0.030
mariano se	14340	6	1	6.436	0.005
masa que	14340	6	4	6.436	0.020
masa tumoral	14340	6	3	6.436	0.015
masas pequeñas	14340	6	6	6.436	0.030
maxilar inferior	14340	6	1	6.436	0.005
md national	14340	6	6	6.436	0.030
media el	14340	6	2	6.436	0.010
mediastino el	14340	6	5	6.436	0.025
medicamento un	14340	6	6	6.436	0.030
medicamentos es	14340	6	6	6.436	0.030
medicamentos pueden	14340	6	4	6.436	0.020
medio se	14340	6	6	6.436	0.030
mejilla la	14340	6	3	6.436	0.015
mejor los	14340	6	5	6.436	0.025
mejor para	14340	6	5	6.436	0.025
mejora el	14340	6	6	6.436	0.030
mejores de	14340	6	6	6.436	0.030
melanocitos producen	14340	6	6	6.436	0.030
melanoma recidivante	14340	6	2	6.436	0.010
melanomas y	14340	6	2	6.436	0.010
memoria y	14340	6	3	6.436	0.015
meningioma de	14340	6	1	6.436	0.005
menor riesgo	14340	6	4	6.436	0.020
menos frecuente	14340	6	6	6.436	0.030
menos tiempo	14340	6	6	6.436	0.030
menos un	14340	6	4	6.436	0.020
mental como	14340	6	4	6.436	0.020
menudo es	14340	6	5	6.436	0.025
meses del	14340	6	4	6.436	0.020
metástasis m	14340	6	3	6.436	0.015
mezclas de	14340	6	3	6.436	0.015
mi el	14340	6	3	6.436	0.015
microscopio o	14340	6	4	6.436	0.020
miden las	14340	6	5	6.436	0.025
miedo a	14340	6	3	6.436	0.015
mieloproliferativas son	14340	6	2	6.436	0.010
mismo la	14340	6	6	6.436	0.030
mismo período	14340	6	3	6.436	0.015
mm además	14340	6	3	6.436	0.015
mm el	14340	6	4	6.436	0.020
mm milímetros	14340	6	5	6.436	0.025
modifican si	14340	6	6	6.436	0.030
mover la	14340	6	6	6.436	0.030
mover los	14340	6	6	6.436	0.030
movimiento el	14340	6	6	6.436	0.030
mucha información	14340	6	4	6.436	0.020
muchas de	14340	6	5	6.436	0.025
muchas personas	14340	6	4	6.436	0.020
muchos sobrevivientes	14340	6	5	6.436	0.025
mucosa que	14340	6	4	6.436	0.020
mucosa tlam	14340	6	2	6.436	0.010
muerte los	14340	6	3	6.436	0.015
muestra esta	14340	6	6	6.436	0.030
muestran vasos	14340	6	2	6.436	0.010
muestras del	14340	6	4	6.436	0.020
mujer en	14340	6	6	6.436	0.030
mujeres a	14340	6	6	6.436	0.030
mujeres menores	14340	6	3	6.436	0.015
mujeres no	14340	6	6	6.436	0.030
mujeres se	14340	6	5	6.436	0.025
multipliquen y	14340	6	6	6.436	0.030
muscular del	14340	6	4	6.436	0.020
muscular y	14340	6	6	6.436	0.030
muy bajo	14340	6	6	6.436	0.030
muy cerca	14340	6	6	6.436	0.030
muy raro	14340	6	5	6.436	0.025
myeloid leukemia	14340	6	2	6.436	0.010
máquina las	14340	6	5	6.436	0.025
más dosis	14340	6	3	6.436	0.015
más efectos	14340	6	5	6.436	0.025
más energía	14340	6	2	6.436	0.010
más grave	14340	6	6	6.436	0.030
más lesiones	14340	6	4	6.436	0.020
más pacientes	14340	6	6	6.436	0.030
más pequeño	14340	6	6	6.436	0.030
más quimioterapia	14340	6	6	6.436	0.030
más reciente	14340	6	6	6.436	0.030
médicas no	14340	6	6	6.436	0.030
médico examina	14340	6	5	6.436	0.025
métodos que	14340	6	4	6.436	0.020
múltiple infantiles	14340	6	4	6.436	0.020
músculo del	14340	6	5	6.436	0.025
músculo la	14340	6	3	6.436	0.015
músculo liso	14340	6	2	6.436	0.010
n c	14340	6	3	6.436	0.015
n tamaño	14340	6	3	6.436	0.015
national cancer	14340	6	6	6.436	0.030
naturales que	14340	6	6	6.436	0.030
nci al	14340	6	6	6.436	0.030
nci de	14340	6	6	6.436	0.030
nci el	14340	6	6	6.436	0.030
nci ni	14340	6	6	6.436	0.030
nci pertenece	14340	6	6	6.436	0.030
nci quimioterapia	14340	6	6	6.436	0.030
nci salvo	14340	6	6	6.436	0.030
necesario información	14340	6	6	6.436	0.030
necesidades del	14340	6	5	6.436	0.025
necesita un	14340	6	3	6.436	0.015
necesiten tratamiento	14340	6	5	6.436	0.025
negativos para	14340	6	2	6.436	0.010
nem y	14340	6	1	6.436	0.005
nervio periférico	14340	6	1	6.436	0.005
nervios o	14340	6	6	6.436	0.030
neu que	14340	6	3	6.436	0.015
neuroblastoma no	14340	6	2	6.436	0.010
neuroendocrinos tne	14340	6	1	6.436	0.005
neurofibromatosis tipo	14340	6	6	6.436	0.030
neutrofílica crónica	14340	6	1	6.436	0.005
ni a	14340	6	5	6.436	0.025
ni ayude	14340	6	3	6.436	0.015
ni en	14340	6	5	6.436	0.025
ni la	14340	6	5	6.436	0.025
ni las	14340	6	6	6.436	0.030
ni recomendaciones	14340	6	6	6.436	0.030
ni son	14340	6	6	6.436	0.030
nih los	14340	6	6	6.436	0.030
nih propósito	14340	6	6	6.436	0.030
nih son	14340	6	6	6.436	0.030
ninguna decisión	14340	6	6	6.436	0.030
ningún efecto	14340	6	4	6.436	0.020
ningún síntoma	14340	6	6	6.436	0.030
niños no	14340	6	5	6.436	0.025
no afecta	14340	6	6	6.436	0.030
no alcohólica	14340	6	2	6.436	0.010
no aleatorizados	14340	6	4	6.436	0.020
no ayuda	14340	6	5	6.436	0.025
no cancerosa	14340	6	4	6.436	0.020
no constituyen	14340	6	6	6.436	0.030
no debe	14340	6	6	6.436	0.030
no funciona	14340	6	4	6.436	0.020
no funcionantes	14340	6	2	6.436	0.010
no necesitan	14340	6	4	6.436	0.020
no produce	14340	6	6	6.436	0.030
no provee	14340	6	6	6.436	0.030
no pueda	14340	6	3	6.436	0.015
no sean	14340	6	6	6.436	0.030
nombre del	14340	6	4	6.436	0.020
normal del	14340	6	3	6.436	0.015
normal los	14340	6	3	6.436	0.015
normal puede	14340	6	5	6.436	0.025
normal un	14340	6	4	6.436	0.020
normales biopsia	14340	6	6	6.436	0.030
normales o	14340	6	2	6.436	0.010
notificado efectos	14340	6	6	6.436	0.030
nueva la	14340	6	6	6.436	0.030
nuevo en	14340	6	5	6.436	0.025
nuevo para	14340	6	6	6.436	0.030
nuevo y	14340	6	6	6.436	0.030
nuevos contra	14340	6	4	6.436	0.020
nunca han	14340	6	4	6.436	0.020
nutrientes que	14340	6	5	6.436	0.025
náuseas los	14340	6	5	6.436	0.025
o ayude	14340	6	3	6.436	0.015
o baja	14340	6	6	6.436	0.030
o como	14340	6	5	6.436	0.025
o cureta	14340	6	3	6.436	0.015
o flor	14340	6	1	6.436	0.005
o inhibidores	14340	6	4	6.436	0.020
o interrumpir	14340	6	6	6.436	0.030
o laboratorio	14340	6	3	6.436	0.015
o malignas	14340	6	3	6.436	0.015
o marrón	14340	6	4	6.436	0.020
o positivo	14340	6	3	6.436	0.015
o rubio	14340	6	5	6.436	0.025
o salen	14340	6	1	6.436	0.005
o sangrados	14340	6	3	6.436	0.015
o semanas	14340	6	5	6.436	0.025
o subglotis	14340	6	1	6.436	0.005
o textura	14340	6	6	6.436	0.030
o tiene	14340	6	3	6.436	0.015
o tienen	14340	6	6	6.436	0.030
obinutuzumab o	14340	6	1	6.436	0.005
observado que	14340	6	6	6.436	0.030
observan un	14340	6	3	6.436	0.015
observar las	14340	6	4	6.436	0.020
observó una	14340	6	4	6.436	0.020
obstrucción de	14340	6	4	6.436	0.020
obtener el	14340	6	5	6.436	0.025
obtener imágenes	14340	6	5	6.436	0.025
ocho tipos	14340	6	3	6.436	0.015
octreotida o	14340	6	2	6.436	0.010
ocurren con	14340	6	3	6.436	0.015
ofrece más	14340	6	6	6.436	0.030
ojo para	14340	6	3	6.436	0.015
ojos azules	14340	6	5	6.436	0.025
ojos que	14340	6	3	6.436	0.015
oncólogo médico	14340	6	5	6.436	0.025
online una	14340	6	6	6.436	0.030
opioides para	14340	6	2	6.436	0.010
opioides y	14340	6	2	6.436	0.010
oportunidad relativa	14340	6	1	6.436	0.005
oración como	14340	6	6	6.436	0.030
oral a	14340	6	4	6.436	0.020
oral de	14340	6	3	6.436	0.015
oral por	14340	6	4	6.436	0.020
oral son	14340	6	3	6.436	0.015
orales por	14340	6	3	6.436	0.015
orden de	14340	6	3	6.436	0.015
orientación o	14340	6	3	6.436	0.015
orientación y	14340	6	3	6.436	0.015
orina hasta	14340	6	6	6.436	0.030
orina la	14340	6	6	6.436	0.030
orofaringe la	14340	6	2	6.436	0.010
orofaringe se	14340	6	2	6.436	0.010
osteosarcoma e	14340	6	2	6.436	0.010
otorgar para	14340	6	6	6.436	0.030
otra enzima	14340	6	6	6.436	0.030
otras actividades	14340	6	5	6.436	0.025
otras especialidades	14340	6	6	6.436	0.030
otras glándulas	14340	6	4	6.436	0.020
otras imágenes	14340	6	6	6.436	0.030
otras opciones	14340	6	4	6.436	0.020
otro los	14340	6	6	6.436	0.030
otro riñón	14340	6	3	6.436	0.015
otros miembros	14340	6	4	6.436	0.020
otros sitios	14340	6	5	6.436	0.025
otros suplementos	14340	6	4	6.436	0.020
ovario tiene	14340	6	5	6.436	0.025
ovarios en	14340	6	5	6.436	0.025
oxígeno se	14340	6	5	6.436	0.025
oír caminar	14340	6	6	6.436	0.030
paciente al	14340	6	5	6.436	0.025
paciente pueda	14340	6	5	6.436	0.025
pacientes necesitan	14340	6	4	6.436	0.020
pacientes sin	14340	6	6	6.436	0.030
para achicar	14340	6	4	6.436	0.020
para aprender	14340	6	5	6.436	0.025
para confirmar	14340	6	4	6.436	0.020
para cubrir	14340	6	6	6.436	0.030
para estar	14340	6	5	6.436	0.025
para proteger	14340	6	5	6.436	0.025
para responder	14340	6	6	6.436	0.030
paratiroides son	14340	6	4	6.436	0.020
parcialmente bloqueada	14340	6	1	6.436	0.005
parece mucho	14340	6	4	6.436	0.020
parecidas a	14340	6	5	6.436	0.025
parte blanca	14340	6	6	6.436	0.030
partes internas	14340	6	6	6.436	0.030
partes lejanas	14340	6	4	6.436	0.020
partir del	14340	6	5	6.436	0.025
pasan por	14340	6	6	6.436	0.030
pasta de	14340	6	1	6.436	0.005
patólogo examina	14340	6	6	6.436	0.030
patólogo las	14340	6	6	6.436	0.030
patólogo lo	14340	6	6	6.436	0.030
pautas ni	14340	6	6	6.436	0.030
pdq contiene	14340	6	6	6.436	0.030
pdq descripción	14340	6	6	6.436	0.030
pdq información	14340	6	6	6.436	0.030
pdq physician	14340	6	6	6.436	0.030
pdq requiere	14340	6	6	6.436	0.030
pdq sin	14340	6	6	6.436	0.030
pdq y	14340	6	6	6.436	0.030
pecho se	14340	6	5	6.436	0.025
pediatra patólogo	14340	6	6	6.436	0.030
pelvis la	14340	6	5	6.436	0.025
pelvis uno	14340	6	6	6.436	0.030
película tomografía	14340	6	4	6.436	0.020
pene es	14340	6	1	6.436	0.005
pensamientos el	14340	6	6	6.436	0.030
pequeñas tratamiento	14340	6	6	6.436	0.030
pequeños o	14340	6	5	6.436	0.025
pericárdico maligno	14340	6	1	6.436	0.005
permiso del	14340	6	6	6.436	0.030
permisos para	14340	6	6	6.436	0.030
permitir que	14340	6	6	6.436	0.030
pero pueden	14340	6	5	6.436	0.025
persona en	14340	6	6	6.436	0.030
personal médico	14340	6	3	6.436	0.015
pesar de	14340	6	6	6.436	0.030
peso corporal	14340	6	6	6.436	0.030
peso en	14340	6	6	6.436	0.030
peso los	14340	6	6	6.436	0.030
peso para	14340	6	6	6.436	0.030
peso se	14340	6	3	6.436	0.015
pezón la	14340	6	6	6.436	0.030
pezón que	14340	6	4	6.436	0.020
pie de	14340	6	6	6.436	0.030
piel anatomía	14340	6	6	6.436	0.030
piel pálida	14340	6	6	6.436	0.030
piel quimioterapia	14340	6	2	6.436	0.010
piel si	14340	6	5	6.436	0.025
piel tratamiento	14340	6	4	6.436	0.020
pigmentación color	14340	6	2	6.436	0.010
pigmento que	14340	6	6	6.436	0.030
pilosas se	14340	6	1	6.436	0.005
placa con	14340	6	3	6.436	0.015
placas o	14340	6	1	6.436	0.005
planificar la	14340	6	5	6.436	0.025
planificar y	14340	6	6	6.436	0.030
plaquetas de	14340	6	4	6.436	0.020
plasmáticas son	14340	6	1	6.436	0.005
plazo para	14340	6	4	6.436	0.020
pleuropulmonar infantil	14340	6	5	6.436	0.025
poco el	14340	6	5	6.436	0.025
pocos días	14340	6	6	6.436	0.030
podemos ayudarle	14340	6	6	6.436	0.030
podrá identificar	14340	6	6	6.436	0.030
podría multiplicar	14340	6	3	6.436	0.015
podrían multiplicar	14340	6	6	6.436	0.030
podrían ser	14340	6	4	6.436	0.020
polimerasa amplifica	14340	6	6	6.436	0.030
política del	14340	6	6	6.436	0.030
por año	14340	6	3	6.436	0.015
por expertos	14340	6	6	6.436	0.030
por fuera	14340	6	5	6.436	0.025
por sangrado	14340	6	5	6.436	0.025
por tubos	14340	6	6	6.436	0.030
por vph	14340	6	4	6.436	0.020
porque las	14340	6	6	6.436	0.030
porque pueden	14340	6	4	6.436	0.020
posible consultar	14340	6	6	6.436	0.030
posible seguida	14340	6	5	6.436	0.025
posible utilizar	14340	6	5	6.436	0.025
posible y	14340	6	6	6.436	0.030
posición durante	14340	6	5	6.436	0.025
posmenopáusicas que	14340	6	3	6.436	0.015
pr el	14340	6	3	6.436	0.015
pr si	14340	6	3	6.436	0.015
pregunta científica	14340	6	6	6.436	0.030
preguntas científicas	14340	6	6	6.436	0.030
pregunte si	14340	6	6	6.436	0.030
presentan al	14340	6	4	6.436	0.020
presentan con	14340	6	5	6.436	0.025
presentan los	14340	6	5	6.436	0.025
presentan náuseas	14340	6	1	6.436	0.005
presentan tumores	14340	6	5	6.436	0.025
presentar ciertos	14340	6	4	6.436	0.020
presentar leucemia	14340	6	3	6.436	0.015
presentaron menos	14340	6	5	6.436	0.025
preservar el	14340	6	3	6.436	0.015
pretext el	14340	6	1	6.436	0.005
prevención de	14340	6	5	6.436	0.025
prevención detección	14340	6	6	6.436	0.030
prevenir infecciones	14340	6	2	6.436	0.010
primario a	14340	6	4	6.436	0.020
primario no	14340	6	6	6.436	0.030
primario para	14340	6	3	6.436	0.015
primer trimestre	14340	6	2	6.436	0.010
primera fase	14340	6	6	6.436	0.030
principales son	14340	6	6	6.436	0.030
principalmente las	14340	6	6	6.436	0.030
problemas como	14340	6	4	6.436	0.020
procedimientos en	14340	6	6	6.436	0.030
procedimientos los	14340	6	3	6.436	0.015
procedimientos tomografía	14340	6	6	6.436	0.030
proceso se	14340	6	6	6.436	0.030
produce células	14340	6	6	6.436	0.030
producen anticuerpos	14340	6	6	6.436	0.030
producido por	14340	6	6	6.436	0.030
progesterona estas	14340	6	3	6.436	0.015
progresión de	14340	6	5	6.436	0.025
promedio de	14340	6	5	6.436	0.025
pronóstico de	14340	6	6	6.436	0.030
pronóstico también	14340	6	6	6.436	0.030
propietario que	14340	6	6	6.436	0.030
prostática el	14340	6	6	6.436	0.030
protección contra	14340	6	6	6.436	0.030
proteína cinasa	14340	6	3	6.436	0.015
proteína o	14340	6	5	6.436	0.025
proteínas se	14340	6	6	6.436	0.030
provee pautas	14340	6	6	6.436	0.030
proviene de	14340	6	3	6.436	0.015
prueba inmunoquímica	14340	6	2	6.436	0.010
pruebas ayudan	14340	6	6	6.436	0.030
próstata pero	14340	6	3	6.436	0.015
próstata sin	14340	6	1	6.436	0.005
próstata un	14340	6	4	6.436	0.020
psa y	14340	6	4	6.436	0.020
psicólogo se	14340	6	6	6.436	0.030
publicaciones médicas	14340	6	6	6.436	0.030
puede ayudarlo	14340	6	2	6.436	0.010
puede cambiar	14340	6	5	6.436	0.025
puede crecer	14340	6	6	6.436	0.030
puede empeorar	14340	6	5	6.436	0.025
puede mejorar	14340	6	6	6.436	0.030
puede no	14340	6	5	6.436	0.025
puede otorgar	14340	6	6	6.436	0.030
pueden comenzar	14340	6	5	6.436	0.025
pueden estar	14340	6	5	6.436	0.025
pueden impedir	14340	6	6	6.436	0.030
pueden influir	14340	6	3	6.436	0.015
pueden mostrar	14340	6	6	6.436	0.030
pulmones al	14340	6	4	6.436	0.020
pulmones pueden	14340	6	3	6.436	0.015
pulmón con	14340	6	3	6.436	0.015
pulmón por	14340	6	5	6.436	0.025
pupila se	14340	6	5	6.436	0.025
pylori h	14340	6	4	6.436	0.020
página manejo	14340	6	6	6.436	0.030
páncreas causa	14340	6	3	6.436	0.015
páncreas consulte	14340	6	3	6.436	0.015
páncreas tne	14340	6	2	6.436	0.010
párpado donde	14340	6	1	6.436	0.005
pólipos colorrectales	14340	6	4	6.436	0.020
que absorben	14340	6	6	6.436	0.030
que actúan	14340	6	6	6.436	0.030
que cada	14340	6	6	6.436	0.030
que cambie	14340	6	3	6.436	0.015
que consumir	14340	6	4	6.436	0.020
que de	14340	6	6	6.436	0.030
que esta	14340	6	6	6.436	0.030
que estén	14340	6	3	6.436	0.015
que funciona	14340	6	6	6.436	0.030
que funcionan	14340	6	6	6.436	0.030
que idealmente	14340	6	6	6.436	0.030
que podría	14340	6	5	6.436	0.025
que promueven	14340	6	1	6.436	0.005
que provoca	14340	6	6	6.436	0.030
que recidiva	14340	6	5	6.436	0.025
que sienten	14340	6	5	6.436	0.025
que surgen	14340	6	5	6.436	0.025
que todavía	14340	6	6	6.436	0.030
quedado el	14340	6	6	6.436	0.030
query es	14340	6	6	6.436	0.030
query pdq	14340	6	6	6.436	0.030
quienes tienen	14340	6	5	6.436	0.025
quimioterapia intravesical	14340	6	1	6.436	0.005
quizás presenten	14340	6	6	6.436	0.030
qué podemos	14340	6	6	6.436	0.030
quístico multilocular	14340	6	1	6.436	0.005
radiación ionizante	14340	6	3	6.436	0.015
radiación puede	14340	6	3	6.436	0.015
radiactividad se	14340	6	4	6.436	0.020
radiactivo que	14340	6	6	6.436	0.030
radiografía si	14340	6	4	6.436	0.020
radioncólogo neurólogo	14340	6	6	6.436	0.030
radioterapia pueden	14340	6	2	6.436	0.010
radioterapia también	14340	6	5	6.436	0.025
radioterapia tratamiento	14340	6	6	6.436	0.030
raquídeo y	14340	6	5	6.436	0.025
raro que	14340	6	4	6.436	0.020
reaparece después	14340	6	4	6.436	0.020
reaparecer en	14340	6	5	6.436	0.025
rechazo del	14340	6	4	6.436	0.020
recibieron la	14340	6	4	6.436	0.020
recibió radioterapia	14340	6	6	6.436	0.030
recidiva después	14340	6	4	6.436	0.020
recidivante inhibidor	14340	6	4	6.436	0.020
recidivante que	14340	6	4	6.436	0.020
recidivante se	14340	6	6	6.436	0.030
recidivante y	14340	6	6	6.436	0.030
recidivar volver	14340	6	5	6.436	0.025
reciente la	14340	6	6	6.436	0.030
recogen la	14340	6	4	6.436	0.020
recomendaciones formales	14340	6	6	6.436	0.030
recopila información	14340	6	6	6.436	0.030
recuperación del	14340	6	5	6.436	0.025
recurrente nervio	14340	6	1	6.436	0.005
redactan en	14340	6	6	6.436	0.030
redactan los	14340	6	6	6.436	0.030
reduce la	14340	6	5	6.436	0.025
reducen la	14340	6	5	6.436	0.025
referencia bibliográfica	14340	6	6	6.436	0.030
registrada se	14340	6	6	6.436	0.030
regresa después	14340	6	4	6.436	0.020
regularidad por	14340	6	6	6.436	0.030
rehabilitación trabajador	14340	6	6	6.436	0.030
reintegros de	14340	6	6	6.436	0.030
remisión la	14340	6	4	6.436	0.020
reparación del	14340	6	4	6.436	0.020
reproducen con	14340	6	6	6.436	0.030
reproduzca en	14340	6	6	6.436	0.030
requiere la	14340	6	6	6.436	0.030
resolución de	14340	6	6	6.436	0.030
respiración la	14340	6	6	6.436	0.030
respirar en	14340	6	6	6.436	0.030
responsabilidad la	14340	6	6	6.436	0.030
retina la	14340	6	3	6.436	0.015
retinoblastoma intraocular	14340	6	1	6.436	0.005
retrasa el	14340	6	6	6.436	0.030
retroperitoneo en	14340	6	1	6.436	0.005
retrotranscriptasa que	14340	6	6	6.436	0.030
revisa con	14340	6	6	6.436	0.030
revisan con	14340	6	6	6.436	0.030
revisión se	14340	6	4	6.436	0.020
revisores y	14340	6	6	6.436	0.030
revisten la	14340	6	5	6.436	0.025
riesgo aumenta	14340	6	6	6.436	0.030
riesgo menor	14340	6	4	6.436	0.020
riesgo son	14340	6	6	6.436	0.030
riesgos incluir	14340	6	6	6.436	0.030
ritmo cardíaco	14340	6	5	6.436	0.025
riñones a	14340	6	6	6.436	0.030
riñones hay	14340	6	4	6.436	0.020
riñones y	14340	6	4	6.436	0.020
riñón a	14340	6	4	6.436	0.020
riñón se	14340	6	3	6.436	0.015
rodean para	14340	6	5	6.436	0.025
rodeó la	14340	6	1	6.436	0.005
rompió se	14340	6	4	6.436	0.020
rosetas de	14340	6	1	6.436	0.005
sacro o	14340	6	1	6.436	0.005
salivales los	14340	6	3	6.436	0.015
salivales que	14340	6	3	6.436	0.015
salud es	14340	6	4	6.436	0.020
salud le	14340	6	2	6.436	0.010
salud revisores	14340	6	6	6.436	0.030
salud si	14340	6	6	6.436	0.030
salud también	14340	6	4	6.436	0.020
sanas y	14340	6	3	6.436	0.015
sangrados que	14340	6	2	6.436	0.010
sangre desde	14340	6	6	6.436	0.030
sangre esta	14340	6	3	6.436	0.015
sangre hacia	14340	6	5	6.436	0.025
sangre hasta	14340	6	5	6.436	0.025
sanguíneas de	14340	6	4	6.436	0.020
sanguíneo ganglios	14340	6	6	6.436	0.030
sanguíneo las	14340	6	6	6.436	0.030
sanguíneos cercanos	14340	6	6	6.436	0.030
sano alrededor	14340	6	5	6.436	0.025
sanos cercanos	14340	6	5	6.436	0.025
se actualice	14340	6	6	6.436	0.030
se agrupa	14340	6	5	6.436	0.025
se alivia	14340	6	4	6.436	0.020
se asigna	14340	6	5	6.436	0.025
se autoriza	14340	6	6	6.436	0.030
se añaden	14340	6	6	6.436	0.030
se compara	14340	6	5	6.436	0.025
se compararon	14340	6	4	6.436	0.020
se conocen	14340	6	6	6.436	0.030
se deba	14340	6	5	6.436	0.025
se deberán	14340	6	3	6.436	0.015
se demostró	14340	6	5	6.436	0.025
se desconocen	14340	6	4	6.436	0.020
se dilata	14340	6	6	6.436	0.030
se duerme	14340	6	4	6.436	0.020
se identifican	14340	6	5	6.436	0.025
se inicia	14340	6	4	6.436	0.020
se palpa	14340	6	3	6.436	0.015
se permitirá	14340	6	6	6.436	0.030
se probaron	14340	6	5	6.436	0.025
se prueba	14340	6	5	6.436	0.025
se publicó	14340	6	5	6.436	0.025
se realizarán	14340	6	4	6.436	0.020
se recopila	14340	6	6	6.436	0.030
se redactan	14340	6	6	6.436	0.030
se refiere	14340	6	5	6.436	0.025
se reproduzca	14340	6	6	6.436	0.030
se somete	14340	6	6	6.436	0.030
se sugiere	14340	6	6	6.436	0.030
se tienen	14340	6	4	6.436	0.020
se tomarán	14340	6	5	6.436	0.025
se traga	14340	6	4	6.436	0.020
se utilizaron	14340	6	4	6.436	0.020
se vacía	14340	6	6	6.436	0.030
se vean	14340	6	6	6.436	0.030
se vende	14340	6	4	6.436	0.020
secundarios como	14340	6	6	6.436	0.030
secundarios comunes	14340	6	4	6.436	0.020
segunda fase	14340	6	6	6.436	0.030
seguros consultar	14340	6	6	6.436	0.030
según se	14340	6	4	6.436	0.020
según sea	14340	6	5	6.436	0.025
seis meses	14340	6	4	6.436	0.020
seminal y	14340	6	6	6.436	0.030
seminales o	14340	6	1	6.436	0.005
seno esfenoidal	14340	6	3	6.436	0.015
sentimientos los	14340	6	6	6.436	0.030
sequedad de	14340	6	3	6.436	0.015
ser difíciles	14340	6	6	6.436	0.030
ser muy	14340	6	6	6.436	0.030
ser útiles	14340	6	5	6.436	0.025
serosa al	14340	6	2	6.436	0.010
serosa pero	14340	6	2	6.436	0.010
servicios del	14340	6	6	6.436	0.030
servicios para	14340	6	6	6.436	0.030
sexo masculino	14340	6	5	6.436	0.025
si aún	14340	6	3	6.436	0.015
si estos	14340	6	6	6.436	0.030
si recidivó	14340	6	6	6.436	0.030
si surge	14340	6	6	6.436	0.030
si todo	14340	6	3	6.436	0.015
sida en	14340	6	3	6.436	0.015
